"logFC"	"P.Value"	"adj.P.Val"
"DIRAS1"	0.545761139009936	0.530942222798569	0.597718894966989
"DLG4"	0.484597249738317	0.531397699045458	0.598168116248939
"C12orf29"	0.41508634664601	0.532396597667177	0.599228880849272
"MAPK8IP3"	0.487286449305283	0.53355856280772	0.600472937096338
"LGALS3BP"	0.407715662564239	0.533663560640079	0.600527332306599
"DNAJB2"	0.409100773308091	0.533931012675794	0.600764504972721
"KCNIP1"	0.386059245779742	0.533994652494902	0.600772327721971
"MYOM2"	-0.439394980420872	0.534244145302671	0.600989221093058
"RAB4A"	0.394369146896679	0.534455038793439	0.601162651362011
"PEF1"	-0.409787385574551	0.53455627335782	0.601212711986222
"PCDH9"	-0.466862445546067	0.535199605644626	0.601872391831679
"GAS7"	0.571619268106386	0.535630379274307	0.602253268624377
"PAM"	0.453973046834341	0.535651944711585	0.602253268624377
"REEP5"	-0.479445295511224	0.535980158473243	0.602558366341299
"CAPNS1"	-0.412383615242069	0.536420584826763	0.602987455285974
"FKBP2"	-0.376120754135034	0.536475628976359	0.602987455285974
"MRPS28"	0.375680022088498	0.536805443403387	0.603294177008388
"DBI"	0.369865135739512	0.536980892549143	0.60342736711227
"CAMK2B"	-0.511948390583433	0.537308724875697	0.603731750024665
"TMOD2"	0.413823770806851	0.53758934099296	0.603983020867527
"GRIN2D"	0.438481906638808	0.537730885515149	0.604078007705062
"PEX10"	0.376914581647563	0.538042774701978	0.604330630037353
"MED12L"	0.534407380294766	0.538069807985701	0.604330630037353
"POLE4"	0.374965901071035	0.538195380699487	0.604407613081824
"HCCS"	0.471245347090737	0.539088137806501	0.605315330463242
"NPTN"	-0.511152285847192	0.539117890568272	0.605315330463242
"HAGH"	-0.426269667173461	0.539800195590095	0.606017211108456
"NMT1"	0.442908553097959	0.54059831365307	0.606848949062095
"IPCEF1"	-0.637330202362398	0.540937855539469	0.607165790405348
"OTUD5"	0.43409604550955	0.541056952357201	0.607235156314901
"KCTD2"	0.436164162864856	0.541404641289013	0.607561032230089
"IMP4"	0.397078651335855	0.541995691191151	0.608159908442966
"ADI1"	0.418765229449043	0.542145821179939	0.60826396494442
"PHYH"	-0.418296941426527	0.542383739268293	0.608466483409058
"NDUFC1"	0.368715157584074	0.542686375526493	0.608741554596716
"CPEB3"	0.478750708536628	0.542867417672798	0.608880187585598
"SYNGR1"	-0.523400152049309	0.542960392312905	0.608920025156844
"GPR137"	0.381479078973205	0.543278760380265	0.60921260210666
"TUSC2"	-0.417765178319502	0.543686318194888	0.609605120633667
"PEX14"	0.428368986147144	0.544198632854562	0.610086344250507
"PLCB1"	0.555453254838056	0.544230637718842	0.610086344250507
"DDHD2"	0.483297893651248	0.544790015247903	0.610634764712411
"RND1"	0.448422275535412	0.544835094840588	0.610634764712411
"GLO1"	0.376848731327592	0.545231685731687	0.611014635231513
"TPI1"	-0.410917801145732	0.545316661545555	0.611045250482109
"TRUB2"	0.412536064303881	0.545401462024247	0.611075662811394
"SCN2A"	0.588748621452161	0.545938494856872	0.61154317922202
"NCS1"	-0.404203130205273	0.545966977160689	0.61154317922202
"COX11"	0.44403920019813	0.545991843913829	0.61154317922202
"CYP4X1"	0.417890412367663	0.546381909800306	0.61185201983523
"TPRN"	0.403196902836995	0.546383045453918	0.61185201983523
"CHGB"	0.64286525432211	0.547291889114199	0.612805012237959
"RHPN1"	0.425074288017772	0.547574696080166	0.613056901442806
"PRKAR1A"	0.420806818668972	0.547755112254651	0.613194114257399
"GPR176"	-0.534836459315269	0.547891386216185	0.613281887528426
"FBXO41"	-0.475756583365689	0.548122474409153	0.613331781364717
"GNG11"	-0.420463366775558	0.548143679010977	0.613331781364717
"CACNA1G"	-0.682190739620293	0.548148223358093	0.613331781364717
"DVL1"	0.401751586938456	0.54816744981002	0.613331781364717
"CACNB1"	0.483594342993468	0.548660160943979	0.613818260918852
"RNF167"	0.390777636315674	0.548749580712837	0.613853499724999
"GLS2"	-0.497183381956432	0.549615002895162	0.614756707196087
"IFI44L"	-0.371753356195301	0.550065850670058	0.615196062199374
"ECHDC2"	-0.370500081647052	0.550210608995407	0.615293028820652
"LHFPL3"	0.363009013345215	0.550511807474067	0.615564901414873
"JPH3"	-0.434896557664822	0.550957097830348	0.615997818631293
"MYH9"	0.372601089032064	0.551226090913964	0.616233556066054
"SELENOF"	0.358841957395441	0.551357707659647	0.616315682499413
"CERS1"	-0.359829951367792	0.551628562171595	0.616546029690277
"STXBP5L"	-0.63442942521921	0.551680128283911	0.616546029690277
"NR2F1.AS1"	-0.513208627738954	0.551816493667794	0.616633403615699
"HSPA12B"	0.396618533732907	0.55259527730422	0.617438560766486
"NDUFS8"	0.359628024843028	0.552794092269488	0.617595592438544
"MRPS33"	0.387365996546916	0.553304962206653	0.618101189993266
"HSPB1"	0.372425400093763	0.553871566766577	0.618668935981469
"PPP2CB"	0.352583887961871	0.554009808788465	0.618758136109195
"PKM"	-0.417799398638525	0.554296695451076	0.619013317006376
"SLIT3"	-0.567390274869744	0.554895079700252	0.619616273802894
"ANKRD34A"	-0.548634247597767	0.555198644093768	0.619889931532422
"XYLT2"	0.380097047984179	0.556273591344393	0.62102470463161
"RASGRP3"	0.374377020880152	0.556398862282309	0.621099130236771
"ZC3HAV1"	0.347645408328821	0.557349881159305	0.622082970054481
"DNAJC15"	0.367451422546614	0.557397611213187	0.622082970054481
"OTUD6B.AS1"	0.38426989666055	0.557868259752124	0.622542678409288
"NDUFS5"	0.359870214334595	0.55797838489411	0.622600012961442
"ARHGEF9"	0.469075799405932	0.558892061130697	0.623553854496592
"FBXW5"	0.383604848741394	0.559140787424471	0.623717576037267
"SLC6A9"	0.430519382354265	0.559156509712217	0.623717576037267
"ISCA1"	0.398655027786488	0.55948894396339	0.624022713968007
"LINC00847"	0.358319903043018	0.559574886477775	0.624052893495891
"IGSF8"	0.43178950741031	0.560020509580174	0.624484149887488
"POLR3K"	0.381671933064133	0.560188401768738	0.624569539545579
"UBE2F"	0.38393898813087	0.560214950266114	0.624569539545579
"PLEKHH2"	0.404422371152044	0.560418619217991	0.624680360642761
"SLC45A1"	0.463503589068157	0.560432239006545	0.624680360642761
"TENM3"	0.633531197383216	0.560809477695573	0.625028609797226
"CTSF"	-0.358628118242222	0.560879894910447	0.625028609797226
"RNF220"	0.415759331519228	0.56092159914903	0.625028609797226
"BTBD9"	0.44697851847126	0.561169572771856	0.625239185474782
"CINP"	0.360673164340087	0.561703331568318	0.625768097126146
"HRAS"	0.365291074787604	0.561799386781021	0.625809323218968
"PHPT1"	0.358483979066016	0.561905726973472	0.625861996265355
"DUSP3"	-0.449306875729607	0.562216981175546	0.626142871637078
"DAD1"	0.338921693595505	0.562979254578395	0.626925936747067
"NA..1179"	0.432503630283014	0.563677351479933	0.627576678640034
"RHOQ"	0.347535455822499	0.563717646790002	0.627576678640034
"COPS8"	0.370511211365294	0.56374127011258	0.627576678640034
"SLC1A4"	0.359720994160608	0.563855063451166	0.627637429099407
"MAP1LC3A"	-0.392698794406382	0.564034143149156	0.627770830612766
"MARC2"	-0.373593971541649	0.564216797412847	0.627908182188528
"RAB26"	-0.427722801487102	0.564363158698348	0.628005119265549
"MAP4K2"	0.405748484556214	0.564608860275156	0.62815982648405
"TRIM14"	-0.381199766944794	0.564620730995194	0.62815982648405
"KCNN1"	-0.403314630329819	0.564808634344247	0.628290936532867
"MTM1"	0.342048967952682	0.564857146941418	0.628290936532867
"FBXL17"	0.393955847200773	0.56568314145838	0.62914365968894
"UBXN11"	0.37452591411482	0.566308874358442	0.629773499522641
"TMEM14B"	0.353153107329059	0.567066044986311	0.630549359433944
"UBE2M"	-0.350076768329477	0.567276038916546	0.630716686995128
"U2AF1L4"	0.365521486227445	0.567381134515549	0.630767362173061
"MTMR10"	0.348287402060165	0.567494797203391	0.630827549901566
"WSB2"	0.400501736847852	0.567673212005308	0.630923802366049
"NDUFB2"	-0.357176506534757	0.567700450968356	0.630923802366049
"TYW3"	-0.419062353140713	0.567932708082201	0.631115742922844
"TRAPPC1"	0.369966601992751	0.568413580080349	0.631560869176294
"ATP6V1A"	0.505429049574824	0.568452456225011	0.631560869176294
"MORN2"	0.347673073035646	0.568514657601611	0.63156376742787
"SLC39A10"	0.470084060021781	0.568614139062717	0.631608075231807
"FRMD6"	0.352987086265767	0.568769423330478	0.631714352175268
"MAN1C1"	-0.451592924315887	0.568965598434504	0.631830660889542
"WWP1"	0.394110707831537	0.56902428414896	0.631830660889542
"BRSK1"	0.431969385793989	0.569052996621125	0.631830660889542
"CRELD1"	0.404069245244587	0.569164503117301	0.631888267760021
"CHPT1"	0.333198189851649	0.56985104679982	0.63253015324678
"PARP14"	0.33608664824481	0.569862040309517	0.63253015324678
"CAMK1"	0.379372574673331	0.569978584475012	0.632593259845657
"LPP"	0.340113244327261	0.570195379838903	0.632767605814942
"FTL"	-0.347551521204531	0.570388526140377	0.632915673755179
"C19orf25"	0.348901164731282	0.570572691154775	0.633053745902251
"MAPRE3"	0.417926973469565	0.570938075538985	0.633362048444376
"SCHIP1"	0.378352223924853	0.570970089718586	0.633362048444376
"SV2A"	0.500496488451544	0.571070579340263	0.633407221334181
"ACBD4"	-0.345935553070519	0.571585945677632	0.633912500239802
"VEGFB"	-0.344855141869459	0.572043966398241	0.634354081394638
"MIR4697HG"	0.404908277302908	0.572389654695843	0.634671014905476
"RTN3"	0.469489306882207	0.57423585126967	0.636651485694734
"PACSIN3"	-0.339244954716218	0.574407646671732	0.636775338852198
"CPPED1"	0.381016716451345	0.574668065067112	0.636997401274057
"PCBD1"	-0.330871312713496	0.575115478930391	0.637426672840858
"TMX4"	0.449775385403496	0.575344932718687	0.637605783782963
"MRPS18C"	0.341918188108752	0.575397406689966	0.637605783782963
"ATPAF1"	-0.357162155374974	0.576269416854705	0.638505308920666
"CYB5R1"	0.345177744872777	0.576905104017084	0.639142827971258
"GCSH"	0.341612369086329	0.577475004892594	0.639707337916976
"HIBADH"	-0.345150449324024	0.57768172836771	0.639869456233381
"ECM1"	-0.395737901654907	0.578302044086971	0.640489608447457
"SLC35G2"	-0.357123063528364	0.578386854472607	0.640516602267575
"FEZ2"	0.367379834397692	0.578475120881028	0.640530233419175
"AGAP2"	-0.438218181329145	0.57852004097833	0.640530233419175
"TLN2"	0.485648909185846	0.578933077919284	0.6409205849565
"IRF9"	-0.324408692278812	0.579038823705957	0.640970697058255
"TRIM8"	0.342621043165662	0.579431951581168	0.641278257382915
"ACO2"	-0.353692249236519	0.579437685666993	0.641278257382915
"AMPD2"	0.392441890694699	0.579516644854124	0.641298674132192
"PXDC1"	0.33335627950112	0.579749521777083	0.641489395676919
"LAP3"	0.335809534457148	0.58021123073884	0.641896671059136
"DDAH1"	-0.328561037168037	0.580238734548644	0.641896671059136
"BCAN"	-0.348777826878166	0.58044941877973	0.642062722077819
"PPP2R5A"	0.330572638917458	0.580732494171699	0.642308805388401
"CRAT"	0.33904328696759	0.580851116540102	0.642372965991026
"PPARD"	0.377480104329064	0.581314965074548	0.642818864760022
"SCD"	0.32235805601544	0.581448252986515	0.642899174246331
"GSTK1"	0.328058400256825	0.582335916133699	0.64381348207646
"SNX8"	0.378134700049137	0.582459891889435	0.64388337688998
"ARFGEF2"	0.447052592097878	0.582574940259457	0.643943389327255
"CACNA1D"	-0.457687626753231	0.585225419703719	0.646805610388989
"MRPL55"	0.33824987048383	0.585402153790457	0.646883000981598
"RTL8C"	-0.365821452638646	0.585437112561933	0.646883000981598
"MAP1LC3B"	0.359683358381996	0.585478556842375	0.646883000981598
"FMNL1"	-0.388290118980467	0.585796982175868	0.647167352976113
"AP2M1"	0.409375112256988	0.586404358080733	0.64777083457782
"NDEL1"	0.48558688833554	0.586820419989234	0.64816287764939
"CD34"	-0.346038483451514	0.587021775781962	0.648317713603296
"MAPK1"	0.382847657140531	0.587478197178612	0.648715977262908
"RAPGEFL1"	-0.415413345858172	0.587504807489091	0.648715977262908
"ST3GAL5"	0.383837157590879	0.587914336037274	0.649100545194607
"BRINP2"	-0.437858569210454	0.588150076867731	0.649293178608772
"CHURC1"	0.379899041116207	0.588520154636875	0.649634058831538
"SNX3"	-0.348582693851837	0.589835992809697	0.651018730659984
"SESN2"	0.363315195360298	0.591160732755353	0.652412938221517
"ITGA7"	-0.31861356328165	0.592892866606951	0.654256414025455
"ZNHIT1"	0.318704979228974	0.593098637710043	0.654415342264553
"AIG1"	0.321837059995703	0.59384304272892	0.655168495402987
"NA..1798"	0.458883575958986	0.594110070408011	0.655394871050702
"CGNL1"	-0.31815454619794	0.594219189679988	0.65544702042345
"PPP1R13B"	0.378369957916667	0.594387867158729	0.655503333509546
"ABCG4"	-0.434884256978276	0.594393945558288	0.655503333509546
"PDHB"	0.338484061860257	0.594628865412745	0.655694174970791
"BEX4"	0.373545022436779	0.594785406067628	0.655798557376688
"OPLAH"	0.339186918862742	0.59518152914823	0.656167049403198
"DNAJB4"	0.340483203707845	0.595552200205828	0.656507407715973
"RAB1B"	0.337895778662422	0.595656539106045	0.656554134315743
"LAMTOR1"	0.312409362358374	0.595872099287876	0.656723430558747
"SLC38A3"	0.327075263873252	0.596014885840757	0.656791076532488
"IRF2"	0.323898768988362	0.59605742348457	0.656791076532488
"CD63"	-0.321734543720057	0.596269214345724	0.656956142388604
"ARHGAP32"	0.437526762583708	0.596757977079088	0.657386950563886
"STXBP3"	0.322675777113788	0.596846059048627	0.657386950563886
"ADAM22"	0.539699566036264	0.596846314240961	0.657386950563886
"LAMA2"	0.345523633333986	0.59757500313476	0.658121155899635
"CYCS"	0.344961534030358	0.598632613242532	0.659176545382671
"MRPS7"	0.340571100291702	0.598657694782809	0.659176545382671
"FAM174C"	0.346248319217108	0.599223661751302	0.659731182966996
"PMVK"	0.30981993021983	0.599910741270689	0.660419033550095
"DNASE2"	-0.304949753296544	0.600294169698639	0.660724413340012
"SGMS1"	0.327283273913447	0.600312830350158	0.660724413340012
"R3HDM1"	0.459573888101954	0.603150594677036	0.663778816447272
"HOOK1"	0.466710375038893	0.603583960276572	0.664175463770673
"SULF1"	0.502957656423611	0.603636352806107	0.664175463770673
"EPHB3"	0.347087379740829	0.603951825435323	0.664453591400763
"UTRN"	0.309116581376949	0.604051241781039	0.664493985924377
"ADAM11"	-0.403507472392152	0.604153685581523	0.664537702106174
"ATL1"	0.453638833645133	0.604309337876821	0.664639929723801
"CACNA1C"	0.440481029487865	0.604513044283788	0.664794982185284
"NDUFA13"	-0.311402407179959	0.605689543393827	0.666019690899334
"LAMC3"	0.323050487730509	0.605957922858565	0.66624567553222
"SDHC"	0.314173844910965	0.606653388068788	0.666941141779358
"OLMALINC"	0.310376009150063	0.606819127111679	0.667054155080342
"PNMA2"	0.449452860185959	0.607258076238913	0.667467443681809
"SLC24A3"	-0.353112850329943	0.607372131874767	0.667502792809785
"CTSL"	-0.327054085362656	0.607416204364745	0.667502792809785
"C11orf96"	-0.352485110226697	0.60777666889784	0.667829666871883
"SCG5"	0.452533846484587	0.607898066972371	0.667893812333941
"NEGR1"	-0.476031577715824	0.608738710723263	0.668748093318663
"PLS3"	0.32569258273546	0.609867747730248	0.66980383215911
"PIANP"	0.405220915057837	0.60988211202852	0.66980383215911
"MRPS15"	0.312065370917119	0.609889316883885	0.66980383215911
"CD99L2"	-0.407599996265539	0.610212066482844	0.670027260234535
"FAM234B"	0.435851119081241	0.610219203225489	0.670027260234535
"CHCHD4"	0.323765292800088	0.610396770472899	0.670152799489463
"PWWP2B"	-0.359355846914102	0.611205627376254	0.670971331979857
"CNTNAP4"	-0.399749878752748	0.611988839592698	0.67176154552081
"AEBP1"	0.305508803027779	0.61209190628653	0.671805097641326
"HID1"	0.395021756621063	0.613197848393497	0.672949238611813
"OAZ1"	-0.327761972756566	0.613560320268822	0.673277311473284
"BLOC1S1"	0.302837391338511	0.613915362417784	0.67359716439628
"SPOCK1"	0.411408018386705	0.61408494063432	0.673713478348087
"CRIM1"	0.320827882247176	0.614212122524436	0.673783259964183
"PSD"	-0.338372034754829	0.614596612535993	0.674084397346711
"NGRN"	0.333906806451794	0.614628761178817	0.674084397346711
"PIP5K1C"	0.404507198145711	0.614677450081017	0.674084397346711
"PTGR1"	-0.355131128604016	0.614883431964217	0.674187087072473
"ELN"	0.356835235871874	0.614966883544043	0.674187087072473
"AKT1S1"	0.317830582197949	0.615011580687524	0.674187087072473
"TLE5"	0.317219256610009	0.615025548010631	0.674187087072473
"OTUD7B"	0.305925797297256	0.615359206495608	0.674461088241813
"CYB561"	-0.405744501322939	0.615402785742436	0.674461088241813
"RNF175"	0.408497801993119	0.615515011121636	0.674501528532684
"ECI1"	0.313037698913872	0.615566973388198	0.674501528532684
"AMZ2"	0.31180605651628	0.616593998429495	0.675515345885627
"NAPG"	0.413101850416548	0.61661968825227	0.675515345885627
"C19orf53"	0.299243199073645	0.616925762322506	0.675780798872757
"TEX264"	-0.305582450983105	0.617164564581258	0.675972515030195
"KLHDC3"	-0.343629159353882	0.617535527866474	0.676308930900992
"KLHL26"	0.329799945857207	0.618138340353046	0.676899166259722
"TAFA2"	0.458992337761445	0.61821959436561	0.676918200339574
"BAG1"	0.312108604574295	0.618563868135307	0.677225193646485
"CRY2"	0.33621142421687	0.619254816496253	0.677873035404135
"TNFRSF1A"	0.296258457197788	0.619341538705251	0.677873035404135
"RHEB"	0.307841552974065	0.619347480828292	0.677873035404135
"C3orf18"	0.316536983130461	0.619437930049552	0.677880944601669
"OGDH"	0.327647088525664	0.619482633371123	0.677880944601669
"GALNT18"	-0.344417877499442	0.619691101487512	0.677990074647659
"RAD23A"	0.335224951913611	0.619710308842412	0.677990074647659
"SLC2A8"	0.317512771883803	0.620648110677208	0.678945982344864
"RASL10B"	-0.347303132308024	0.620793336180005	0.679034758678469
"SLC39A14"	0.394303311208706	0.620885736463259	0.67906574148995
"SLC26A4.AS1"	0.484814442589651	0.621906967522987	0.680112479806894
"HSDL2"	0.302984518377385	0.622100186914991	0.680192576743633
"NDUFS6"	0.301085749427741	0.622108572030197	0.680192576743633
"GHDC"	-0.326921731800179	0.622295245956531	0.680213644792689
"PSD2"	0.293559416174439	0.622358671077849	0.680213644792689
"ZFR2"	0.378980987461058	0.622358674017224	0.680213644792689
"PC"	-0.296354980828288	0.622384573839848	0.680213644792689
"C12orf76"	0.326038179916876	0.622562924145659	0.680338406897885
"SESN1"	0.338640765546829	0.622752823177358	0.680475762453206
"NA..911"	-0.437901345268989	0.623490628441665	0.681211719610801
"NUDCD3"	0.380923395500002	0.623760905414228	0.681436766887948
"WARS1"	0.386525187187711	0.623854278777845	0.681468526745784
"ADCY9"	0.346219309986246	0.624291166221224	0.681875479708598
"EDIL3"	-0.379047942354704	0.62478771512859	0.682345518813893
"MRPL51"	0.294997632733056	0.624850279306363	0.682345518813893
"CCNDBP1"	0.34504706665978	0.625219399113246	0.682678260024952
"NDUFAF4"	0.366014016274795	0.625287960524668	0.682682786199694
"SLC6A11"	-0.370822720884131	0.625537698087433	0.682885097273446
"PPP1R7"	0.335298454330235	0.626160099970838	0.683494153825413
"KLC2"	0.423277381792492	0.626396898243356	0.683682217052841
"TBRG1"	0.370611326360343	0.626919273979206	0.684132396125027
"ANK1"	0.435742780093662	0.626942960074389	0.684132396125027
"CALM2"	0.33820724863112	0.62700301599947	0.684132396125027
"KIAA0513"	-0.431790563344752	0.627083166866374	0.684149413470232
"ZNF204P"	-0.388642757215904	0.627219403841676	0.684227611107986
"NFE2L1"	0.350957733170891	0.627389023205829	0.684342205427684
"PKNOX2"	0.369797660114656	0.62746221591427	0.684351606901248
"ACADSB"	0.327620960984098	0.628621366599378	0.685545301833732
"COX7A2"	0.294822824573746	0.628939300840039	0.685704913020718
"SAR1B"	0.302400767750381	0.6289552516093	0.685704913020718
"S1PR1"	-0.307506297769464	0.62896182859732	0.685704913020718
"SLC18B1"	-0.281671498736824	0.629169582856474	0.685860855699744
"SEMA4A"	0.296408648549841	0.629493448670377	0.68604563578049
"SORBS3"	0.295603042431118	0.629518253634982	0.68604563578049
"MANSC1"	0.346942918923154	0.62953329005145	0.68604563578049
"PAAF1"	0.291848329593059	0.629876073759946	0.686345163489026
"PLOD2"	0.284772561983624	0.62993766798054	0.686345163489026
"ZDHHC22"	0.446756654841912	0.63015695733936	0.686513510884307
"RARA"	0.333180124840107	0.630283098281119	0.686580355183812
"SMIM20"	0.277891481743369	0.630896115769654	0.68717749588148
"UBL4A"	0.338181197094906	0.631049595344548	0.687226651931727
"DDRGK1"	0.309814807404813	0.631070935704809	0.687226651931727
"NDUFA3"	-0.297928602543058	0.631684740266024	0.687824399192368
"POLR2E"	0.32118732881488	0.631872243203899	0.687957883036256
"PPP1R12C"	0.32339288420423	0.632293008970198	0.688345280849118
"DCXR"	-0.294270354201215	0.632441368606004	0.688436074823996
"ICMT"	0.321615012826663	0.632809077375946	0.688765595361023
"AUH"	0.357273998553029	0.633352079469339	0.689285822367638
"LIPA"	-0.316680930874292	0.633554570985547	0.689435398224133
"PARP10"	-0.288099784347136	0.633687548390197	0.689509305732989
"STAT3"	0.29418016256249	0.635161295261062	0.691041926617056
"PLEKHH1"	-0.368748784888885	0.635869352553324	0.691741264459056
"ARHGAP31"	0.284606199734504	0.635961294777235	0.691770276305977
"JAKMIP3"	-0.366265835812327	0.636454242953235	0.69223543378678
"SRPRA"	0.353122568430614	0.63795427645569	0.693795733389164
"EPM2A"	0.287267216337547	0.639493793128611	0.695398647606917
"INPP5J"	0.383451059351829	0.639890984906773	0.695759172878012
"TRIM25"	-0.294684981711727	0.640579108364949	0.69638464177534
"SAT1"	0.278808467233763	0.640597647921097	0.69638464177534
"PITPNA"	0.337742945291785	0.641056876173046	0.696706520124049
"MGAT5B"	-0.334100386034981	0.641068028405946	0.696706520124049
"UROD"	0.290945352615648	0.641191248826565	0.696706520124049
"DYNLRB1"	0.310534311690499	0.641241975288879	0.696706520124049
"SEMA4D"	0.31814540362169	0.641280509268012	0.696706520124049
"NRARP"	0.279850174810265	0.641333213135711	0.696706520124049
"ATP5PD"	0.304498030454011	0.641401971027223	0.696706520124049
"PRAF2"	0.326484863621241	0.641419656241777	0.696706520124049
"TTC9B"	0.316921146137083	0.641842917815784	0.697094818919008
"CDIPT"	0.309693804699097	0.642628437947001	0.697876440758512
"KCTD17"	0.30248353266047	0.643202210609482	0.698427974184353
"TMEM9B"	0.281943161222435	0.643465358064736	0.698642133466865
"DOCK1"	0.286035749300936	0.643562769596389	0.698676319625336
"ATP2A2"	0.373567256509685	0.643792021772365	0.698853615358345
"PRMT8"	-0.426726040486216	0.644193458423936	0.699165226638698
"AMOT"	0.271550451826664	0.644211024544903	0.699165226638698
"PYCR2"	0.283232189896284	0.644719819989355	0.699597957365026
"POLR2I"	-0.277959549651716	0.644741767275355	0.699597957365026
"ZNRF3"	0.273665276857991	0.645541043266187	0.700393527491303
"SDHB"	0.289910058877836	0.645663038507772	0.700454179763063
"CACNA2D3"	-0.451127688896391	0.645772274817113	0.700500979376844
"GNPTG"	-0.293641679059001	0.646457096663857	0.701172071481277
"MIR770"	0.517263829664973	0.647104309142537	0.701753957509208
"SLC66A2"	-0.310521633033671	0.647126007429467	0.701753957509208
"KRT10"	0.278239757364316	0.647454033251171	0.702037839614888
"PARK7"	0.279729249992899	0.648078226057909	0.702642766216033
"OPRL1"	0.370542134266328	0.648412044496395	0.702932779007037
"ELK1"	0.297460722254348	0.649107650145189	0.703614899891451
"ATP6V0E2"	-0.292239447937342	0.649194529799993	0.703637106445114
"SETD3"	0.283413347902907	0.649385570058034	0.703760541975687
"MAPKAPK3"	0.314094145675495	0.649441224808663	0.703760541975687
"SUCLG2"	-0.28760888690783	0.649595376110534	0.703855617627997
"LIN7B"	0.306340818670768	0.650151302865358	0.704385964809555
"LRPAP1"	-0.316729638665968	0.650264504844085	0.704436596375101
"CYLD"	0.334230340197124	0.651388622903764	0.705544982281112
"PLD3"	-0.361395854473073	0.65142080124747	0.705544982281112
"MPG"	0.280470334677561	0.652650962344046	0.706805119448417
"FBXO9"	0.353971301827918	0.65272625097581	0.706814428102752
"KCNJ11"	0.36821198500731	0.653285790257501	0.70734805937362
"PEX11B"	0.348049433616826	0.653395221490503	0.707387901155357
"SHC1"	0.270451504585298	0.653456081554156	0.707387901155357
"ABR"	0.313181723655111	0.653738474966431	0.707621321386399
"SGPP1"	0.293690095016145	0.654338460806027	0.708198428066
"CREB3"	0.278161001911427	0.654700016365543	0.708487228941272
"GCC2"	0.355773387017965	0.654738999834952	0.708487228941272
"PNPLA6"	0.328750728825238	0.65490409691279	0.708593529257963
"OSCP1"	0.321571692060352	0.655467156321995	0.709130351439414
"MYLIP"	0.378846273431144	0.656142056840291	0.709720623824133
"CRTAP"	0.263717515430887	0.656210022201108	0.709720623824133
"ABHD14A"	-0.293631694928412	0.656213662280872	0.709720623824133
"SLC25A5"	0.276774875888028	0.65639182177725	0.709840870121968
"PLPP3"	0.286030980655876	0.656474207745102	0.709857530219629
"UBL5"	0.267199694332596	0.656801904343881	0.710139418714186
"ADGRB1"	-0.292958459192075	0.656973543175647	0.710252536017088
"PDP1"	0.398700240398418	0.657170231902299	0.710392708863786
"RNF187"	0.326886344845132	0.657361026944399	0.710526482769683
"SPRY4"	-0.273605445227425	0.657926632423747	0.711065312097376
"NDUFA9"	0.287025317951299	0.658319607784624	0.711417477648765
"HEXB"	-0.296616601280589	0.658509391322538	0.711550013176617
"CBLN4"	-0.553438758705734	0.65858104036782	0.711554884883083
"HMOX2"	-0.35010794654777	0.658723755639488	0.711636530302477
"MSRB1"	0.25741619612209	0.660062613233684	0.712987135257332
"THAP7"	0.279382697846579	0.660108489445644	0.712987135257332
"PRXL2B"	0.302581918642632	0.660367310330987	0.713194003351452
"PITPNM1"	0.336022668766647	0.66068599532346	0.713465475691668
"ANOS1"	0.280570046688025	0.660777614937937	0.713491713001758
"GPR108"	0.274222013355379	0.661757993168718	0.714477507294425
"STK16"	0.283064638637619	0.662407486954741	0.715105892507522
"IFT57"	0.306393017706833	0.662644939458603	0.71528937343474
"SPARC"	0.275297247484673	0.66352576773234	0.716167235607224
"PRKN"	-0.330370323920304	0.663625096637832	0.716201504497733
"STX1A"	-0.357473756260743	0.664043657425523	0.716534030411982
"FGF2"	-0.281744382442847	0.664068432412388	0.716534030411982
"EMC2"	-0.256299799088164	0.664523930677525	0.716952521360116
"SLCO2B1"	0.26638848062301	0.665476774221022	0.717907456554804
"MRPS36"	0.267843942115946	0.665839421920601	0.718225566769927
"GAD1"	-0.377518944630024	0.665990978842514	0.718315936675449
"TAF10"	0.259000511639899	0.666259998996317	0.718532967270069
"BOK"	0.308040084478262	0.666431099564466	0.718644362350856
"KCND2"	0.353300317631961	0.668354289716088	0.720644904101242
"ITPRID2"	0.256997010300234	0.669886366921312	0.722223368935103
"SH3GL3"	0.336296306711245	0.670071931988272	0.722342277754913
"GABBR2"	-0.401415142844316	0.670132975550699	0.722342277754913
"CALB2"	0.293917530214657	0.671085146475142	0.723234787608019
"METTL26"	0.261983901535475	0.671097461911422	0.723234787608019
"SLC25A26"	0.295244173395368	0.671328294739372	0.723409991626625
"ADIPOR1"	0.264741837024671	0.672263146612207	0.724343719784076
"ARNT2"	-0.2902340417636	0.672333826078999	0.724346232467748
"NEIL2"	0.274201267930114	0.672984128618044	0.724973144449485
"NTAN1"	0.255932440322745	0.673288162599885	0.72522694859575
"LANCL2"	0.287199627002979	0.673468612529701	0.725347597112782
"MEA1"	0.275336450138393	0.674949287789388	0.726868463773187
"KCNC1"	0.391102169144964	0.675210740851207	0.727076146265098
"NCAM2"	0.346572932194673	0.675536426956833	0.727336742865255
"ARF3"	-0.308743401681234	0.675590007243402	0.727336742865255
"C1S"	-0.253974131837902	0.676112731943134	0.727825569642796
