"logFC"	"P.Value"	"adj.P.Val"
"SPTBN1"	0.274625066348726	0.676235401376961	0.727883687161592
"MZT2A"	-0.257644108588859	0.676654372675731	0.728260692760982
"SGK3"	-0.246834407680944	0.677013827057026	0.728573572212668
"RGS7"	0.340973922203804	0.677681133059766	0.729217651352157
"KLF2"	-0.264287446444412	0.677801900995721	0.729273558045955
"FAM83H"	0.274888278347824	0.679187915078123	0.7306906429802
"SLC2A6"	0.298562081811405	0.679685546026843	0.73105388875218
"DAZAP2"	0.243166634570412	0.679708083791587	0.73105388875218
"ITM2A"	-0.25557831884216	0.679791556977105	0.73105388875218
"ENG"	-0.25471705769081	0.679801478925527	0.73105388875218
"HCN1"	-0.485902281455891	0.679884221749593	0.731068687307445
"ERICH3"	-0.414463587333711	0.679993672815046	0.731112198893563
"SPRY2"	0.251368061433885	0.680449996651426	0.731528612752264
"LMO2"	-0.24934185649697	0.680643528845508	0.731662452450015
"GAMT"	0.253741898062726	0.681517179969233	0.732527289382752
"NCALD"	-0.40240489096448	0.682063223411936	0.732982698691237
"PMM1"	0.268580743081844	0.682079201216548	0.732982698691237
"WHRN"	0.31693914954793	0.682284753061714	0.733129252047861
"COX4I1"	-0.247171103839949	0.682634940802828	0.733431174232398
"MPC1"	-0.248468551164964	0.682949141254016	0.733694373949322
"DHRS4.AS1"	0.269772506584996	0.68470513443348	0.735506285700996
"WWOX"	-0.240770430246472	0.684807918665525	0.735542142699628
"NTNG2"	-0.376570009094987	0.684898231404091	0.735564598340146
"LAGE3"	0.25615900964118	0.685162775427959	0.735774150773686
"MTCH1"	-0.297020603506196	0.685603339788557	0.736172664141755
"TNFAIP8L1"	0.287378884200543	0.685882019805107	0.736397289625623
"EEF1A2"	0.385381080735918	0.686043248465954	0.736495780717401
"NPTX1"	-0.432448280171426	0.687006033019381	0.737454668078538
"CCND1"	-0.249284908186096	0.687176659013731	0.737563118516055
"ERBB4"	0.26926366142542	0.687251801415532	0.737569072547018
"KCNV1"	0.509007277837091	0.688340778553991	0.738662978039206
"CDH18"	0.43255955971838	0.689748308360546	0.740098468361352
"FAM3A"	0.244612977548614	0.690667561157952	0.741009800886007
"PAQR7"	0.249343525082664	0.691227716746283	0.741535716375859
"EIF5A2"	-0.311150416353162	0.691885963155775	0.742166744688755
"CDC42SE2"	0.289365511823488	0.692064718040049	0.742274283293436
"TUNAR"	-0.320154952734944	0.69212985859459	0.742274283293436
"TEK"	-0.244396672748039	0.692196333439236	0.742274283293436
"ACTN4"	0.259469464867079	0.692837653024418	0.742886831925615
"NT5DC1"	-0.288140893688705	0.692991528090221	0.742976652979278
"COX6C"	0.248969943552075	0.693189820959426	0.743114072681368
"ARL6IP5"	0.280387121067074	0.694079692208387	0.743981479416363
"HAX1"	0.24608374759072	0.694139353507171	0.743981479416363
"CLTB"	-0.25410636553425	0.694892549484402	0.744713443162675
"INPP5A"	0.269569775982549	0.695006189589847	0.744759918834499
"LMF1"	0.242585575284857	0.695170036177538	0.744860180306293
"PSMG3.AS1"	0.254047897845979	0.69586036363833	0.745524477743533
"CIDECP1"	0.248947481316325	0.696276251701316	0.745894644246492
"STXBP1"	0.378456744686837	0.697162701794352	0.746768780434258
"RIMKLA"	0.350396630964688	0.697746573856375	0.747318664955014
"FNDC4"	0.260073502282841	0.698071785668182	0.747591429316026
"MRFAP1"	0.250599795937813	0.698406015157545	0.747873794951971
"TPGS1"	0.276399681470493	0.698771681213716	0.748189763336327
"GRHPR"	0.243393603994538	0.69934314136684	0.748725993757528
"ACVR1C"	0.399380281531766	0.700534605034947	0.749925832743472
"GIT1"	0.259547940945554	0.700649625504915	0.749973207868002
"MRPL24"	0.237693639458664	0.700793082458017	0.750051008674012
"TUBB4A"	-0.373355934485631	0.702347994221329	0.75157342322749
"NA..582"	0.292783875279782	0.70235734890027	0.75157342322749
"MECR"	0.256485890522147	0.702785875052498	0.751956052883026
"SLC12A2"	0.252507468183664	0.70336966058147	0.752491119020258
"SYNE1"	-0.25820679764599	0.703427959627637	0.752491119020258
"SNX33"	0.224927124440853	0.703803251810278	0.752741072318085
"UBALD1"	-0.274742540421515	0.703803669145113	0.752741072318085
"DGKE"	0.336442410636855	0.705003394862813	0.753948131055105
"NORAD"	0.26710166833386	0.705488289885149	0.754390565654607
"PLEKHA1"	0.29929505142546	0.70603393600945	0.754897866608974
"SCG3"	0.229729317170976	0.706214817248932	0.75501509464382
"DPP6"	-0.326733987576596	0.706516361737574	0.755261287239742
"TCEAL7"	0.27938683538699	0.706877071261346	0.755570670824785
"TCN2"	0.220674029973732	0.707729782916296	0.756405832931314
"ANKS1B"	0.330954128855736	0.708369281728382	0.75701297244705
"GBA"	-0.267742853362017	0.708626343851684	0.757211332137542
"RORA"	-0.285494211804354	0.709704007614653	0.758286427331393
"ZFP36"	0.228415263806911	0.710330070317916	0.758878839236822
"ARNTL"	-0.256149132273996	0.710592577869118	0.759082767892039
"LINC00957"	0.265666030166099	0.711132306193068	0.759582763659961
"CLDN5"	0.233304305286905	0.711636583013099	0.760044795603429
"SUCLA2"	0.273415327221432	0.712066862410573	0.760427711389284
"ZNF488"	-0.355800580245185	0.712417948321548	0.760725986530152
"AIF1L"	0.22378557002374	0.712598775565605	0.760842416224489
"PRDX5"	-0.232943499458993	0.712901215150825	0.761088654998332
"MICU3"	0.308368437413263	0.713288565767762	0.761391023680418
"NOS1AP"	0.36618764214874	0.713328125506971	0.761391023680418
"GPI"	-0.272475935327117	0.713955369013996	0.761983786587143
"ROBO3"	0.218348554803741	0.714653420170699	0.762634254340833
"GFRA2"	0.319698341581753	0.714708757700807	0.762634254340833
"SPCS1"	0.221249532619916	0.714800333406924	0.762655183071235
"ATP6V1C1"	-0.311762096170699	0.715512823623945	0.763338524739941
"SEMA6B"	-0.297813423493977	0.715956760171995	0.763735253578541
"NTM"	0.234135695464803	0.717644193455842	0.765458249018217
"SDHA"	0.256359235271972	0.718597385778928	0.766266305226554
"NAPA"	-0.249988584872805	0.718626850470104	0.766266305226554
"TCEA2"	0.239774807114959	0.718661102008872	0.766266305226554
"ACTN1"	-0.267374448793706	0.718690986407996	0.766266305226554
"GPRASP1"	0.32026148039627	0.719252006624586	0.766787321819472
"MAP2K4"	0.313719727892292	0.720452819369761	0.767990241368007
"SEPTIN7"	0.219495488778639	0.72205160040317	0.769617103597787
"SLC6A8"	-0.225207764105469	0.722706116960961	0.770237271475489
"CNDP2"	0.229088103311256	0.723098526881442	0.770577997776724
"MAN2B2"	0.266056059269262	0.723779027556507	0.771187545824182
"MOAP1"	-0.299516821192296	0.723816051926131	0.771187545824182
"SULT4A1"	-0.331007973563932	0.725264436831935	0.772653045993651
"NDUFA12"	0.213190681683119	0.726348267728835	0.773727223459727
"ABCA5"	-0.299341080223166	0.726450432551409	0.773727223459727
"GLRX5"	0.212549403092801	0.726511885101461	0.773727223459727
"TAFA1"	-0.399701361417181	0.726692820902283	0.773727223459727
"CAMK2D"	0.294227020984473	0.726769882070959	0.773727223459727
"SORL1"	-0.276651257818364	0.726780836164056	0.773727223459727
"ATP6V0B"	0.248383363624175	0.726783780858802	0.773727223459727
"ACOT13"	0.209173423139136	0.72694526780109	0.773821409015263
"PEX16"	0.236103876711609	0.727387328960842	0.774214212345788
"FGF12"	0.350893958662803	0.72922319923877	0.776090325922121
"DOCK6"	-0.207552134914171	0.729854226167963	0.776683912935844
"ISOC2"	-0.206337754708667	0.730146975724559	0.776917434611333
"FAHD2B"	0.22437610824842	0.730299442407348	0.777001655519835
"CCNQ"	0.221592958887469	0.730568073890161	0.777209440583008
"DTNBP1"	-0.218101506640498	0.730763747254237	0.777339575770391
"MYL12A"	0.207491857427476	0.731984257028172	0.778559730628721
"HERC2P3"	-0.300126642278736	0.732099304313467	0.77860395655937
"ARID5B"	-0.278998220563545	0.732758470714099	0.77915497794315
"PIP4K2C"	-0.275092430822382	0.732764452270181	0.77915497794315
"DUSP8"	0.239156649556018	0.732880650408846	0.779200354437495
"SURF1"	0.202463232982189	0.732961972185264	0.779208644921198
"MDH1"	-0.266567725519775	0.733084439708306	0.779260671216512
"COMT"	0.207325117314061	0.73335615646717	0.779471321456129
"AKAP5"	0.319550422394399	0.733475722978046	0.779486742433684
"RITA1"	-0.236040874391142	0.733517765832339	0.779486742433684
"KIAA1217"	-0.278209755931599	0.73401097292449	0.779932654005789
"ENO1"	-0.206352559906104	0.7344051760524	0.78027328880234
"AKTIP"	0.219029306094193	0.735257698593162	0.781100750770883
"PITHD1"	0.241462035108247	0.737482860658809	0.783386123810971
"ATP6V0A1"	-0.258698582234944	0.737585362218231	0.783416483141793
"PPFIA4"	0.24800473565416	0.73829575065356	0.784092430647002
"RBMS1"	-0.204260982722597	0.738459493916314	0.784187747146803
"APP"	0.279773936059674	0.739023359065055	0.784707900948948
"MINK1"	0.239451495975083	0.739347330995397	0.784973253244762
"AHCYL2"	0.192368648625055	0.740589899394289	0.786198747266102
"CNTN4"	0.30317239078524	0.740649961568669	0.786198747266102
"CLEC3B"	-0.206970226342038	0.741326529558783	0.786838113196192
"CHST1"	-0.242848189328364	0.741410896493721	0.78684885650315
"FOSL2"	0.295145480372999	0.742385168836293	0.787803947063886
"PTGES2"	-0.224582038687781	0.743136577601756	0.788522371788487
"CCDC25"	-0.227541719184011	0.7446488763755	0.790039298042759
"LUZP1"	-0.269468376196903	0.744715284718547	0.790039298042759
"NLK"	-0.287392026534862	0.744823639332348	0.79007516060897
"LAMP1"	0.200272507780253	0.744985553362808	0.790167823712874
"PEX19"	0.207383750966352	0.745211615399046	0.790328499949874
"RIMS4"	0.263655756884864	0.7454186180455	0.790468932764279
"RASSF8"	0.193917494832248	0.745577880973436	0.790558717614455
"AMPH"	0.317865365535084	0.745737049193687	0.790642178948783
"C1orf43"	0.202918983981038	0.745805799485844	0.790642178948783
"DNAJC6"	0.319996958737238	0.746202052584191	0.790983131955117
"MPP1"	-0.25114780905656	0.748291599346107	0.79311874886189
"COL18A1"	0.199952670459659	0.750132177066715	0.794933515396149
"UQCRFS1"	0.212719242758025	0.750153810858359	0.794933515396149
"CSGALNACT1"	-0.216694662009983	0.750423933465731	0.795140256635654
"CHP1"	-0.245090083907223	0.750516943551289	0.795159308982961
"TCEAL1"	0.211795810130029	0.750643756565093	0.79521416754067
"ATP5F1D"	-0.200628368416068	0.75148578254809	0.796026619034949
"PRKCA"	-0.202156162048682	0.752166037951024	0.796667566480607
"RAB6B"	-0.260426864873847	0.752528579590442	0.796971908314131
"LY6H"	-0.210168866718302	0.75288458918371	0.79726142477869
"FSTL3"	-0.187239537959987	0.75295240617191	0.79726142477869
"PRKACA"	0.228299873921155	0.753230361724376	0.797475056035083
"WASF3"	0.200433863874073	0.753304659932743	0.797475056035083
"SLC39A11"	-0.188673422471938	0.75376802063522	0.797844250208801
"CRYZ"	0.196823684771288	0.75380397030956	0.797844250208801
"CD82"	-0.211599887153069	0.754013507467093	0.797986334345541
"CFAP410"	0.205348782729059	0.755857459532656	0.799857948689675
"FRZB"	0.195147254560726	0.756152868106939	0.800090664556443
"SYT5"	0.267976741093029	0.756238500259966	0.800101390212152
"NPC2"	-0.185982523081564	0.756604889251709	0.800337899539951
"CCN3"	0.235632235066406	0.756613079400903	0.800337899539951
"ACTR1B"	0.212360931771871	0.757743781260868	0.801453951477314
"PARVB"	-0.210045710415948	0.757974812549287	0.801618307893158
"LARP6"	-0.253449355737385	0.758267832417291	0.801848182793699
"LMO4"	0.291262469298235	0.758373398574263	0.801879804259208
"ANKRD33B"	-0.291867934710346	0.758611600722549	0.802051650484595
"SAP18"	0.185281707895608	0.75889716495913	0.802273531594699
"CNRIP1"	0.22462469954623	0.759356454299464	0.802679004853952
"SLC24A2"	-0.326094660451582	0.760437625334579	0.803741692759137
"PI4KA"	0.273121931103707	0.760647247455537	0.803883080228738
"GPX3"	0.211108029852984	0.761857239187173	0.805081565550469
"OAS3"	0.186338808559224	0.761955015657286	0.805104611758317
"TAF13"	0.198021630384538	0.763418235354917	0.806519307145766
"ADGRA2"	0.182764538745041	0.763446092591651	0.806519307145766
"PPM1M"	0.198781889140573	0.76372965238517	0.806738448717037
"ENO2"	0.266247066086465	0.764193453490393	0.807147919084232
"OPTN"	0.231744026662611	0.764411747019289	0.807262395142284
"MMRN2"	-0.185426540572899	0.764454179812036	0.807262395142284
"FGFR1OP2"	0.209438338002234	0.764862114347934	0.80761270178932
"ECHS1"	0.182177746445241	0.765191867572036	0.807871930004926
"ESAM"	-0.176898253097325	0.765260077875019	0.807871930004926
"UMAD1"	0.192208443884339	0.765999300608356	0.808571771697944
"CDK14"	0.26944870720847	0.766130927248632	0.808630172988845
"ARHGAP45"	0.209067504840252	0.766320460509444	0.808749675411181
"SIK3"	0.212371323794735	0.76709177333971	0.809483084123693
"NA..1663"	-0.345859629173156	0.767320696013359	0.809644039859576
"LRFN5"	0.265960097278863	0.767540479962723	0.809795321716768
"ARHGEF3"	0.276973438878225	0.768618948342168	0.810852440227981
"ATG9A"	0.209769155929118	0.76911798217855	0.811298136272347
"GPX1"	-0.183033323645093	0.769465806481088	0.811584257273743
"PLEKHB2"	0.221208174918415	0.7698399365509	0.811898064241858
"MRPS18A"	-0.175553150325381	0.771885449325992	0.813974327557897
"EGFR"	-0.205152600982575	0.773060864716921	0.815132727516658
"C1QTNF4"	0.237903275857651	0.77420939021769	0.816262546510852
"SPATA2L"	-0.183296870486655	0.774615913267308	0.816609912345263
"CDH13"	-0.27881174372056	0.774725678766787	0.81664439462606
"SSU72"	0.191281757862768	0.77512340999859	0.816982386789165
"PLCH1"	0.200433277847376	0.775578854838997	0.817381135996787
"PKDCC"	0.191707002230334	0.777629010295444	0.819434515109887
"MICOS10"	-0.166397200354573	0.777681860065601	0.819434515109887
"PSAP"	-0.185646206280801	0.778104351153583	0.819798182078305
"DENND2B"	0.173915020788062	0.778703946570718	0.820348352460881
"MRTFB"	-0.267966804656746	0.778863771198534	0.82043517017812
"C2orf74"	-0.182338553912918	0.780636244854292	0.822151039571232
"LRRC23"	0.162439220123385	0.780654530131722	0.822151039571232
"STS"	-0.233303580464646	0.780737632642819	0.822151039571232
"ATP5MF"	0.175627826785262	0.780803001819631	0.822151039571232
"TTC8"	-0.188293329940935	0.781092289552019	0.822373940460193
"DECR1"	-0.164735109812617	0.781276700630793	0.822486388525394
"MAGEE1"	0.250097876770756	0.781742816154958	0.822871079517473
"CD81"	0.164656615284336	0.781797405138841	0.822871079517473
"PLEC"	-0.186680184988967	0.782821726534884	0.823867394023506
"VAMP2"	-0.214159031344796	0.78348447009026	0.824483012016341
"MAPK8IP2"	-0.20069328959589	0.783594875571568	0.824517324395103
"ERI3"	0.168557853396376	0.784373820545149	0.825255013415813
"HEBP1"	0.16625920231773	0.784714466898153	0.825531459220431
"TCFL5"	0.162684550331892	0.784884070976158	0.825627928953382
"EPS15"	-0.187361659678485	0.784981930208346	0.825648917859076
"KIF1A"	-0.187352490910819	0.785547836856436	0.826162148953509
"DUSP7"	0.200837449992406	0.785947008970761	0.826499940570761
"CHPF"	-0.173028982090856	0.78608103132162	0.826514658697949
"CACNB4"	0.25272341825726	0.786116980531735	0.826514658697949
"GLS"	-0.277480253671846	0.786566896858747	0.826905661433291
"ANKH"	0.208242390679348	0.787106996877981	0.827391385926685
"SULT1A1"	-0.173648116195013	0.788184665716582	0.828442039796126
"TFE3"	-0.177333688539874	0.788439868680528	0.828628096814383
"C4orf3"	0.158742259941747	0.789214806530801	0.829360289500588
"CCDC113"	0.192353220261399	0.789787229709216	0.829879541984758
"SMPD1"	0.169878643223254	0.790064758256427	0.830075195012149
"SDHD"	-0.160623073569998	0.790130078060253	0.830075195012149
"CLIP4"	-0.177642442641989	0.790459496776907	0.830338957958337
"TNFAIP2"	-0.178455591955408	0.790781423259923	0.830575028527081
"UNC13A"	-0.260302914671325	0.790840971208414	0.830575028527081
"MBNL1"	0.181366974426461	0.790989288109186	0.830648481508239
"CD83"	0.193591684998947	0.791275040828037	0.83086623230908
"PI4K2A"	0.193192096362801	0.79138670351281	0.830901157502354
"IRF3"	0.166968216532374	0.7915687715844	0.831009989227486
"ATP5MD"	-0.16543260361734	0.791915514471484	0.831291662279001
"ATG7"	-0.172579454971013	0.792203389136381	0.831511490350338
"PCDH7"	0.247641771491803	0.792976630405929	0.832208261924359
"YWHAH"	-0.24212338710839	0.793024272237602	0.832208261924359
"LOC730098"	0.155148900826054	0.793111084907255	0.832216958202682
"TJP2"	-0.164110728510754	0.793668563057762	0.832719476416807
"OTUB1"	0.193029354511484	0.793828914344969	0.832791014159664
"RGS7BP"	-0.28206328292788	0.793893906025201	0.832791014159664
"MRPL28"	0.162942754185403	0.79427579007138	0.833109147186905
"RARRES2"	0.179603167638774	0.794688795078299	0.833459856530412
"ACVRL1"	0.166893273315815	0.795466531147773	0.83419298407917
"KALRN"	0.232630196480633	0.795919522641844	0.834585445825494
"B4GALT6"	-0.20933485856359	0.796154133972928	0.83474886345915
"HADHB"	-0.155554924961309	0.796335770205721	0.834856711112892
"TSPOAP1"	-0.151763565288047	0.796445307381795	0.834888958222775
"NAA20"	0.179464469486622	0.796693023800966	0.83506603365074
"DCN"	-0.161107548927661	0.797776664091623	0.836119173857103
"TTC7B"	-0.181570396537117	0.798098165450223	0.836373416141745
"KIAA1755"	0.179957116549311	0.79836417849309	0.836517220326375
"CDK2AP2"	0.152128625784619	0.798393251896705	0.836517220326375
"CALM3"	-0.224408799628053	0.798668272382957	0.836722652304723
"RNF11"	-0.172243743276549	0.798778274595606	0.836755179812616
"DAGLA"	0.195595178707237	0.800181290632579	0.838142055556837
"FNDC5"	-0.176810345510525	0.800309624742928	0.838193636033753
"MCC"	-0.152715496890043	0.800730925576107	0.838552010796007
"HSPA12A"	-0.24008644562738	0.800972391583828	0.838681375972632
"BRINP3"	0.158804027883326	0.801012727646252	0.838681375972632
"RNF157"	-0.180025436629722	0.801405795116609	0.839010038194787
"POMGNT2"	0.180532799711244	0.801497149218619	0.839022796070617
"TMEM109"	0.15203195631649	0.802919389398747	0.840428611244239
"PLTP"	0.165065857182992	0.803300831982933	0.840744836791934
"TMEM250"	0.164367270057703	0.804575166324132	0.841995419443384
"OLFM3"	0.251378551747882	0.804935630021572	0.842242979501103
"JOSD2"	-0.147152647849178	0.804970667990817	0.842242979501103
"SIDT2"	0.158671804851711	0.805110541633132	0.842306171789529
"RAB11FIP4"	0.176018652870903	0.805540252229492	0.842672548921938
"PRKCZ"	0.21881531214155	0.805917882633288	0.842984378222225
"ATP2B1"	0.218991566460398	0.806225281341009	0.843222691369981
"GSTM3"	-0.146196410805378	0.806513836578762	0.843441251239562
